,0,1,2,3,4,5
0,20.0,0.0,10.0,0.75,0.5,0.18095442240287957
1,20.0,0.0,10.0,0.75,0.75,0.1807726016732474
2,20.0,0.0,10.0,0.85,0.5,0.18220347478960536
3,20.0,0.0,10.0,0.85,0.75,0.18295891477982462
4,20.0,0.0,20.0,0.75,0.5,0.18092922908414774
5,20.0,0.0,20.0,0.75,0.75,0.18169393408465773
6,20.0,0.0,20.0,0.85,0.5,0.17998034729063414
7,20.0,0.0,20.0,0.85,0.75,0.1816032532859099
