,0,1,2
0,0.0,3.7757197458410348,0.3827335517117314
1,1.0,3.77325040797607,0.384570027199277
2,2.0,3.814434968556984,0.36800761757710426
3,3.0,3.794085310696917,0.363023086908351
4,4.0,3.7750285144121225,0.38411218105548095
5,5.0,3.7722484040789954,0.3850541638308137
6,6.0,3.7750413706251287,0.3841082304946696
7,7.0,3.775350593436962,0.38351153918751624
8,8.0,3.818963391050374,0.3657652090640329
9,9.0,3.7744605242401685,0.3843487956983086
10,10.0,3.772199250914149,0.3857483082177089
11,11.0,3.7728510136071076,0.385411843379561
12,12.0,3.813677182165335,0.368371216126559
13,13.0,3.779324242436176,0.38021156417672297
14,14.0,3.7829707923910743,0.3777371028257862
15,15.0,3.7747955002747475,0.38457286178820305
16,16.0,3.797708103745332,0.3604358433234226
17,17.0,3.813556233747875,0.3685348361982478
18,18.0,3.781473091023121,0.37684320647815245
19,19.0,3.798045552969006,0.36024733980811224
20,20.0,3.7765158532143843,0.3808944966649873
21,21.0,3.7708468549885117,0.3862731982996511
22,22.0,3.7803705329996404,0.3789291688895981
23,23.0,3.813979286074261,0.3679540123910081
24,24.0,3.776600456243978,0.3808425311465523
25,25.0,3.770004103232349,0.3866861939123427
26,26.0,3.7791215334706996,0.37962128585018073
27,27.0,3.7715545582409584,0.38572612549834445
28,28.0,3.8082830113875596,0.3553529065767145
29,29.0,3.7769748059165535,0.38310376090288545
30,30.0,3.7758860117347526,0.38099388661550904
31,31.0,3.804383237687837,0.35940498266522203
32,32.0,3.776066211179005,0.3828899394123543
33,33.0,3.7749550445675166,0.3830857114688705
34,34.0,3.7805922822464244,0.37924901264765026
35,35.0,3.7736584322999853,0.38380420218576383
36,36.0,3.7746445075235124,0.3836638673242836
37,37.0,3.7759284178654196,0.38386123861154314
38,38.0,3.780198329479114,0.3779542974195141
39,39.0,3.779459778216904,0.37865683398495464
40,40.0,3.781422173015012,0.37917151670727145
41,41.0,3.7766888116084725,0.3835587326816613
42,42.0,3.813154826260119,0.36918272745082453
43,43.0,3.7756361565405,0.38268979997536134
44,44.0,3.7748669417649334,0.38141466899947946
45,45.0,3.818126811522623,0.3652634337456756
46,46.0,3.772591822446528,0.385000301114646
47,47.0,3.7748112824466604,0.38146482814805716
48,48.0,3.7763262153643193,0.3812202216605438
49,49.0,3.7727238296839043,0.3855459122743482
50,50.0,3.794163357347932,0.3631180731744641
51,51.0,3.7787513274951854,0.3817835981467167
52,52.0,3.7739111754511505,0.3828035421323749
53,53.0,3.7820891113874353,0.3771715329382775
54,54.0,3.8096961330549037,0.3571198447581441
55,55.0,3.7849145374404465,0.3755227977171258
56,56.0,3.7777075092651007,0.3807696769258954
57,57.0,3.7825790409009707,0.3784649176145524
58,58.0,3.7784785118845,0.3814208335449686
59,59.0,3.773921728073346,0.3834599728148876
60,60.0,3.7739775902808237,0.38350096323469823
61,61.0,3.8141637280026157,0.3677728034817857
62,62.0,3.7765450696372938,0.38160454682524514
63,63.0,3.7748427489769383,0.3841715073388163
64,64.0,3.7876118893331547,0.37200910157008144
65,65.0,3.778458399168208,0.3797692273955481
66,66.0,3.771903792726797,0.38515605543976794
67,67.0,3.7786930388748523,0.3798420793994612
68,68.0,3.7721910493659667,0.38483548236656395
69,69.0,3.7724231275625946,0.3854958033456483
70,70.0,3.7726989945670217,0.3853509306069679
71,71.0,3.805169824796526,0.3603481289213059
72,72.0,3.779888185543071,0.37892592437813966
73,73.0,3.78087501799854,0.37922148088894675
74,74.0,3.774702129369111,0.38300292767006805
75,75.0,3.771340202398887,0.38578997051350217
76,76.0,3.7751560291051947,0.3841682042426179
77,77.0,3.7761786386002405,0.38296102718001646
78,78.0,3.7820604226923815,0.3761171614719293
79,79.0,3.7838239709452175,0.3751203934394063
80,80.0,3.7788342168536424,0.38047304722635505
81,81.0,3.7757587833911144,0.38365042537153704
82,82.0,3.775374450793901,0.38188328293037954
83,83.0,3.7841972973193316,0.37516828195414315
84,84.0,3.819112287634929,0.3630923897202045
85,85.0,3.7747184534027176,0.38084652600406343
86,86.0,3.7779784139393184,0.38199437238020095
87,87.0,3.7756303156981184,0.38152697121375656
88,88.0,3.771720574665376,0.3858303393223267
89,89.0,3.7718027305174537,0.3855763767257911
90,90.0,3.8171009009591157,0.3649864012412013
91,91.0,3.7780571275967834,0.3805224824222952
92,92.0,3.771870860330505,0.38589035654305964
93,93.0,3.7713054982044434,0.38609593757364197
94,94.0,3.7763456579213517,0.3835082780339589
95,95.0,3.7768402385515984,0.3825317563573216
96,96.0,3.7748077595523366,0.3828180236416239
97,97.0,3.782957236021108,0.37673687595066735
98,98.0,3.807027337350172,0.3581263615210468
99,99.0,3.772332298861869,0.38602388274160326
100,100.0,3.775361737249595,0.38249918640168756
101,101.0,3.787083735846863,0.37442979104523605
102,102.0,3.7734882650224213,0.38287323225244485
103,103.0,3.8024391264127875,0.3612484461959214
104,104.0,3.794025681862403,0.3627863584974748
105,105.0,3.77254802430617,0.38503237256514344
106,106.0,3.776131168626063,0.3814172493121469
107,107.0,3.8346019379451386,0.3460850770607523
108,108.0,3.7753110772816716,0.3818387705749753
109,109.0,3.781041874759456,0.37885529024530684
110,110.0,3.781227273953778,0.37685015223708546
111,111.0,3.779247207536543,0.38072400192316097
112,112.0,3.781929304185563,0.3765709692091595
113,113.0,3.7728141325675884,0.3848853004676157
114,114.0,3.8019070969580597,0.36251258879167836
115,115.0,3.774912756634741,0.3838105104045365
116,116.0,3.774569196669922,0.3835005491590062
117,117.0,3.7761825601192776,0.3807017791982728
118,118.0,3.780663867944093,0.3803223382092452
119,119.0,3.7763754706708608,0.38345466030269065
120,120.0,3.7733062353432256,0.3836097616656723
121,121.0,3.7715049175791497,0.3853760197927398
122,122.0,3.77678607887985,0.38131077654332757
123,123.0,3.777187158732238,0.3817697750259141
124,124.0,3.7895821672716172,0.37184460693402277
