,0,1,2,3,4,5
35,1.0,0.01,2.0,0.5,3.8067914440745465,0.2909027514401699
36,1.0,0.01,2.0,0.6,3.8102246394818073,0.2873854527563091
37,1.0,0.01,2.0,0.7,3.8107384650323035,0.2866013038397675
38,1.0,0.01,2.0,0.8,3.8131349971281536,0.28417374151786606
39,1.0,0.01,2.0,0.9,3.8135924202495124,0.2807920993152791
40,1.0,0.01,3.0,0.5,3.8067914440745465,0.2909027514401699
41,1.0,0.01,3.0,0.6,3.8102246394818073,0.2873854527563091
42,1.0,0.01,3.0,0.7,3.8107384650323035,0.2866013038397675
43,1.0,0.01,3.0,0.8,3.8131349971281536,0.28417374151786606
44,1.0,0.01,3.0,0.9,3.8135924202495124,0.2807920993152791
45,1.0,0.01,5.0,0.5,3.8067914440745465,0.2909027514401699
46,1.0,0.01,5.0,0.6,3.8102246394818073,0.2873854527563091
47,1.0,0.01,5.0,0.7,3.8107384650323035,0.2866013038397675
48,1.0,0.01,5.0,0.8,3.8131349971281536,0.28417374151786606
49,1.0,0.01,5.0,0.9,3.8135924202495124,0.2807920993152791
50,1.0,0.01,7.0,0.5,3.8067914440745465,0.2909027514401699
51,1.0,0.01,7.0,0.6,3.8102246394818073,0.2873854527563091
52,1.0,0.01,7.0,0.7,3.8107384650323035,0.2866013038397675
53,1.0,0.01,7.0,0.8,3.8131349971281536,0.28417374151786606
54,1.0,0.01,7.0,0.9,3.8135924202495124,0.2807920993152791
55,1.0,0.01,10.0,0.5,3.8067914440745465,0.2909027514401699
56,1.0,0.01,10.0,0.6,3.8102246394818073,0.2873854527563091
57,1.0,0.01,10.0,0.7,3.8107384650323035,0.2866013038397675
58,1.0,0.01,10.0,0.8,3.8131349971281536,0.28417374151786606
59,1.0,0.01,10.0,0.9,3.8135924202495124,0.2807920993152791
60,1.0,0.1,1.0,0.5,3.806792539490661,0.29090915788556654
61,1.0,0.1,1.0,0.6,3.8102255969051053,0.28738353082269014
62,1.0,0.1,1.0,0.7,3.810739294483339,0.2866017843231723
63,1.0,0.1,1.0,0.8,3.8131357598675124,0.2841708586174376
64,1.0,0.1,1.0,0.9,3.8135931013134425,0.2807858530310175
65,1.0,0.1,2.0,0.5,3.806792539490661,0.29090915788556654
66,1.0,0.1,2.0,0.6,3.8102255969051053,0.28738353082269014
67,1.0,0.1,2.0,0.7,3.810739294483339,0.2866017843231723
68,1.0,0.1,2.0,0.8,3.8131357598675124,0.2841708586174376
69,1.0,0.1,2.0,0.9,3.8135931013134425,0.2807858530310175
70,1.0,0.1,3.0,0.5,3.806792539490661,0.29090915788556654
71,1.0,0.1,3.0,0.6,3.8102255969051053,0.28738353082269014
72,1.0,0.1,3.0,0.7,3.810739294483339,0.2866017843231723
73,1.0,0.1,3.0,0.8,3.8131357598675124,0.2841708586174376
74,1.0,0.1,3.0,0.9,3.8135931013134425,0.2807858530310175
75,1.0,0.1,5.0,0.5,3.806792539490661,0.29090915788556654
76,1.0,0.1,5.0,0.6,3.8102255969051053,0.28738353082269014
77,1.0,0.1,5.0,0.7,3.810739294483339,0.2866017843231723
78,1.0,0.1,5.0,0.8,3.8131357598675124,0.2841708586174376
79,1.0,0.1,5.0,0.9,3.8135931013134425,0.2807858530310175
80,1.0,0.1,7.0,0.5,3.806792539490661,0.29090915788556654
81,1.0,0.1,7.0,0.6,3.8102255969051053,0.28738353082269014
82,1.0,0.1,7.0,0.7,3.810739294483339,0.2866017843231723
83,1.0,0.1,7.0,0.8,3.8131357598675124,0.2841708586174376
84,1.0,0.1,7.0,0.9,3.8135931013134425,0.2807858530310175
85,1.0,0.1,10.0,0.5,3.806792539490661,0.29090915788556654
86,1.0,0.1,10.0,0.6,3.8102255969051053,0.28738353082269014
87,1.0,0.1,10.0,0.7,3.810739294483339,0.2866017843231723
88,1.0,0.1,10.0,0.8,3.8131357598675124,0.2841708586174376
89,1.0,0.1,10.0,0.9,3.8135931013134425,0.2807858530310175
90,2.0,0.0,1.0,0.5,3.7344096676104703,0.35708533641526063
91,2.0,0.0,1.0,0.6,3.742668602423709,0.35243681963549894
92,2.0,0.0,1.0,0.7,3.7401759272987003,0.3515945322269832
93,2.0,0.0,1.0,0.8,3.7453956287579597,0.3468848338936839
94,2.0,0.0,1.0,0.9,3.7483860664036475,0.3462009458475978
95,2.0,0.0,2.0,0.5,3.7344830154282342,0.35520968936427566
96,2.0,0.0,2.0,0.6,3.742420081799514,0.3522587204534741
97,2.0,0.0,2.0,0.7,3.7381386332073907,0.35196994992722236
98,2.0,0.0,2.0,0.8,3.7445324711765244,0.3469388081961504
99,2.0,0.0,2.0,0.9,3.7483860664036475,0.3462009458475978
100,2.0,0.0,3.0,0.5,3.7333881128894193,0.35255453806966097
101,2.0,0.0,3.0,0.6,3.7409666226792018,0.35268442875007694
102,2.0,0.0,3.0,0.7,3.7425855950177342,0.3506016933516474
103,2.0,0.0,3.0,0.8,3.744539674902283,0.34738886098525995
104,2.0,0.0,3.0,0.9,3.7483860664036475,0.3462009458475978
105,2.0,0.0,5.0,0.5,3.732831366771987,0.3527625873839151
106,2.0,0.0,5.0,0.6,3.7409238698610268,0.35279237735500885
107,2.0,0.0,5.0,0.7,3.7416562228869594,0.35079228510219584
108,2.0,0.0,5.0,0.8,3.7461143587370604,0.3473119836405006
109,2.0,0.0,5.0,0.9,3.7466915493203583,0.3468958850119924
110,2.0,0.0,7.0,0.5,3.7387128873344255,0.350460591391788
111,2.0,0.0,7.0,0.6,3.7396148984683326,0.3549766549129747
112,2.0,0.0,7.0,0.7,3.7413657620946323,0.35076986254330794
113,2.0,0.0,7.0,0.8,3.7460510351582212,0.3474064787101001
114,2.0,0.0,7.0,0.9,3.7468157866916987,0.34740503725988636
115,2.0,0.0,10.0,0.5,3.7373372591332066,0.35102515939236134
116,2.0,0.0,10.0,0.6,3.739834179953682,0.3546174134873609
117,2.0,0.0,10.0,0.7,3.740752100983855,0.350664796838804
118,2.0,0.0,10.0,0.8,3.7447966400691395,0.34836808616412773
119,2.0,0.0,10.0,0.9,3.7468157866916987,0.34740503725988636
120,2.0,0.01,1.0,0.5,3.7343935588972506,0.3570880591545541
121,2.0,0.01,1.0,0.6,3.742655484055672,0.3524358586686896
122,2.0,0.01,1.0,0.7,3.740148302848555,0.3515959736771974
123,2.0,0.01,1.0,0.8,3.7453865466611056,0.3468856346993585
124,2.0,0.01,1.0,0.9,3.7483837478828668,0.3462015864921375
125,2.0,0.01,2.0,0.5,3.7344759495182074,0.3552087283974662
126,2.0,0.01,2.0,0.6,3.7424135444733984,0.3522593610980138
127,2.0,0.01,2.0,0.7,3.7381382693690357,0.3519694694438177
128,2.0,0.01,2.0,0.8,3.744532637958341,0.3469388081961504
129,2.0,0.01,2.0,0.9,3.7483837478828668,0.3462015864921375
130,2.0,0.01,3.0,0.5,3.733383536862912,0.3525558193587403
131,2.0,0.01,3.0,0.6,3.7409670574817215,0.35268442875007694
132,2.0,0.01,3.0,0.7,3.742580124900019,0.35060473641321077
133,2.0,0.01,3.0,0.8,3.744539821655027,0.3473936658193074
134,2.0,0.01,3.0,0.9,3.7483837478828668,0.3462015864921375
135,2.0,0.01,5.0,0.5,3.732829710036291,0.3527641889952642
136,2.0,0.01,5.0,0.6,3.7409242660422772,0.35279253751614376
137,2.0,0.01,5.0,0.7,3.741654649274871,0.3507879607515532
138,2.0,0.01,5.0,0.8,3.7461133086906435,0.34731134299596095
139,2.0,0.01,5.0,0.9,3.7466911490329453,0.3468958850119924
140,2.0,0.01,7.0,0.5,3.738710388025182,0.35045947026384366
141,2.0,0.01,7.0,0.6,3.739615575700444,0.3549748931404907
142,2.0,0.01,7.0,0.7,3.741364414423804,0.3507703430267126
143,2.0,0.01,7.0,0.8,3.7460501977373326,0.347406638871235
144,2.0,0.01,7.0,0.9,3.7468153853363555,0.34740551774329115
145,2.0,0.01,10.0,0.5,3.7373365502866855,0.35102419842555194
146,2.0,0.01,10.0,0.6,3.739834832581594,0.3546146907480674
147,2.0,0.01,10.0,0.7,3.7407515104136007,0.35066527732220876
148,2.0,0.01,10.0,0.8,3.744796375526153,0.34836904713093714
149,2.0,0.01,10.0,0.9,3.7468153853363555,0.34740551774329115
150,2.0,0.1,1.0,0.5,3.7346670504078756,0.3568641538879436
151,2.0,0.1,1.0,0.6,3.742547612805006,0.3524323351237216
152,2.0,0.1,1.0,0.7,3.739928054754877,0.35162031816970457
153,2.0,0.1,1.0,0.8,3.7453132835021257,0.34688531437708864
154,2.0,0.1,1.0,0.9,3.7443769164614134,0.3500625909715244
155,2.0,0.1,2.0,0.5,3.734146277395392,0.3548558934172491
156,2.0,0.1,2.0,0.6,3.74235830784902,0.35225840013120435
157,2.0,0.1,2.0,0.7,3.738135897303181,0.3519702702494923
158,2.0,0.1,2.0,0.8,3.7445343383763134,0.34692407337173803
159,2.0,0.1,2.0,0.9,3.74237059779009,0.35081935233399586
160,2.0,0.1,3.0,0.5,3.7333437381697316,0.35256622983250985
161,2.0,0.1,3.0,0.6,3.740971287371026,0.3526855498780213
162,2.0,0.1,3.0,0.7,3.742532627749022,0.3506058575411551
163,2.0,0.1,3.0,0.8,3.7472685177619143,0.3454031832345882
164,2.0,0.1,3.0,0.9,3.7439457762147708,0.3495419071219173
165,2.0,0.1,5.0,0.5,3.7328154717202233,0.3527845294593986
166,2.0,0.1,5.0,0.6,3.7409279730017544,0.35278789284323125
167,2.0,0.1,5.0,0.7,3.741641051592908,0.3507829957563709
168,2.0,0.1,5.0,0.8,3.746103889140468,0.3473171087968179
169,2.0,0.1,5.0,0.9,3.7438434760736756,0.34907535773591075
170,2.0,0.1,7.0,0.5,3.7386878378978565,0.3504751660550651
171,2.0,0.1,7.0,0.6,3.7396222109968154,0.35497521346276045
172,2.0,0.1,7.0,0.7,3.7413529975078843,0.35077162431579206
173,2.0,0.1,7.0,0.8,3.7460425795195986,0.34740423645421126
174,2.0,0.1,7.0,0.9,3.741698827442152,0.35160446221734704
175,2.0,0.1,10.0,0.5,3.7373298982696492,0.3510195537526393
176,2.0,0.1,10.0,0.6,3.739841202686238,0.3546124484921786
177,2.0,0.1,10.0,0.7,3.7407463612234504,0.35066639845015324
178,2.0,0.1,10.0,0.8,3.7447937518287837,0.348371289386826
179,2.0,0.1,10.0,0.9,3.7442415443534065,0.3498596668135881
180,3.0,0.0,1.0,0.5,3.730901353414665,0.3630684759322655
181,3.0,0.0,1.0,0.6,3.727009091088041,0.3665137021054141
182,3.0,0.0,1.0,0.7,3.7237694986982692,0.3648806991738241
183,3.0,0.0,1.0,0.8,3.7249687391981467,0.3631120397609619
184,3.0,0.0,1.0,0.9,3.7193994182608554,0.3698104589064967
185,3.0,0.0,2.0,0.5,3.719969589370636,0.36541595768671
186,3.0,0.0,2.0,0.6,3.7190911011258456,0.3654998821214053
187,3.0,0.0,2.0,0.7,3.717474656600123,0.36642144929170334
188,3.0,0.0,2.0,0.8,3.723757278079015,0.36343204170852195
189,3.0,0.0,2.0,0.9,3.7187875089902778,0.369573740749093
190,3.0,0.0,3.0,0.5,3.719367982160087,0.3674184523565464
191,3.0,0.0,3.0,0.6,3.7207687894229813,0.3666696990508212
192,3.0,0.0,3.0,0.7,3.717771876411847,0.3712595968552045
193,3.0,0.0,3.0,0.8,3.721363206779248,0.36549780002665044
194,3.0,0.0,3.0,0.9,3.7170935920273873,0.3715365154574713
195,3.0,0.0,5.0,0.5,3.7208420468869314,0.3664792674614079
196,3.0,0.0,5.0,0.6,3.7261044023266625,0.3622465289878839
197,3.0,0.0,5.0,0.7,3.713328281299221,0.37388143463375606
198,3.0,0.0,5.0,0.8,3.7210410147288644,0.3691081523298951
199,3.0,0.0,5.0,0.9,3.7172917829748844,0.37145883730703716
200,3.0,0.0,7.0,0.5,3.7131642951604493,0.36840840833145433
201,3.0,0.0,7.0,0.6,3.7210727596712574,0.36467329050410957
202,3.0,0.0,7.0,0.7,3.712033020080978,0.3730340220689229
203,3.0,0.0,7.0,0.8,3.7183832504555125,0.3680792771992039
204,3.0,0.0,7.0,0.9,3.7147028705556786,0.3723166603456404
205,3.0,0.0,10.0,0.5,3.7099092673754837,0.37022928027429836
206,3.0,0.0,10.0,0.6,3.717146985339834,0.3690191027388844
207,3.0,0.0,10.0,0.7,3.7133322551689676,0.3728195663092736
208,3.0,0.0,10.0,0.8,3.7191920444163147,0.3680882462227606
209,3.0,0.0,10.0,0.9,3.713832213807765,0.3706762900018448
210,3.0,0.01,1.0,0.5,3.7271732461300213,0.364898156737531
211,3.0,0.01,1.0,0.6,3.726893123027114,0.3665332417638736
212,3.0,0.01,1.0,0.7,3.719514783720968,0.36727654959101247
213,3.0,0.01,1.0,0.8,3.7249565341328084,0.3631181258840887
214,3.0,0.01,1.0,0.9,3.719365264641945,0.3698151035794091
215,3.0,0.01,2.0,0.5,3.720268258478526,0.3653695109575844
216,3.0,0.01,2.0,0.6,3.7190678102531667,0.3655014837327543
217,3.0,0.01,2.0,0.7,3.7165023794000707,0.3667797297505078
218,3.0,0.01,2.0,0.8,3.7237406444617847,0.3634312409028473
219,3.0,0.01,2.0,0.9,3.718765928799927,0.3695780650997355
220,3.0,0.01,3.0,0.5,3.7189533312127314,0.3673454188790268
221,3.0,0.01,3.0,0.6,3.720757780508071,0.36667802742983685
222,3.0,0.01,3.0,0.7,3.7177565535504646,0.37125463186002206
223,3.0,0.01,3.0,0.8,3.7212828620410083,0.3655360785378954
224,3.0,0.01,3.0,0.9,3.7170756541871763,0.3715365154574713
225,3.0,0.01,5.0,0.5,3.721011550851834,0.3664664545706147
226,3.0,0.01,5.0,0.6,3.7260890757983125,0.36224813059923294
227,3.0,0.01,5.0,0.7,3.713322813713879,0.3738755086717642
228,3.0,0.01,5.0,0.8,3.721026493521868,0.3691038279792524
229,3.0,0.01,5.0,0.9,3.7172854308161876,0.3714577161790928
230,3.0,0.01,7.0,0.5,3.713155666102557,0.3684103302650733
231,3.0,0.01,7.0,0.6,3.721066751232069,0.3646654426084989
232,3.0,0.01,7.0,0.7,3.7120258991529314,0.37303161965189924
233,3.0,0.01,7.0,0.8,3.7183814217819804,0.36807367155948195
234,3.0,0.01,7.0,0.9,3.7146976968807324,0.3723177814735848
235,3.0,0.01,10.0,0.5,3.7099081739013524,0.37023120220791744
236,3.0,0.01,10.0,0.6,3.717143987367422,0.3690163799995907
237,3.0,0.01,10.0,0.7,3.7133281294615452,0.37282260937083705
238,3.0,0.01,10.0,0.8,3.719188502621555,0.36808472267779263
239,3.0,0.01,10.0,0.9,3.713829888791789,0.37067645016297984
240,3.0,0.1,1.0,0.5,3.7256495798417784,0.3643793948215424
241,3.0,0.1,1.0,0.6,3.7246656117552366,0.3657128964308407
242,3.0,0.1,1.0,0.7,3.720216142988895,0.36622733399618695
243,3.0,0.1,1.0,0.8,3.7224601613929447,0.367351825324423
244,3.0,0.1,1.0,0.9,3.7149851874599,0.37001466435351255
245,3.0,0.1,2.0,0.5,3.718376607105928,0.3643353505094413
246,3.0,0.1,2.0,0.6,3.7198165060792854,0.36786065725004696
247,3.0,0.1,2.0,0.7,3.719932518721154,0.3659199847782853
248,3.0,0.1,2.0,0.8,3.721258873584575,0.3676590143811879
249,3.0,0.1,2.0,0.9,3.715909063678465,0.36932196744500656
250,3.0,0.1,3.0,0.5,3.7185750111529385,0.3673121053629639
251,3.0,0.1,3.0,0.6,3.7186154018458444,0.36789252931589456
252,3.0,0.1,3.0,0.7,3.7141179877249164,0.3711494059943828
253,3.0,0.1,3.0,0.8,3.7232172493999034,0.36595073571618875
254,3.0,0.1,3.0,0.9,3.718289763459153,0.3701264568256829
255,3.0,0.1,5.0,0.5,3.714869321457873,0.36839191173455743
256,3.0,0.1,5.0,0.6,3.7211553089808014,0.36741749138973756
257,3.0,0.1,5.0,0.7,3.713672042755392,0.3724319763627796
258,3.0,0.1,5.0,0.8,3.720865154064551,0.3689500732897344
259,3.0,0.1,5.0,0.9,3.7172292664513487,0.37146428278562443
260,3.0,0.1,7.0,0.5,3.711577800037942,0.3683877475450501
261,3.0,0.1,7.0,0.6,3.717890210000826,0.3680152127452393
262,3.0,0.1,7.0,0.7,3.720274708220144,0.36936457030689496
263,3.0,0.1,7.0,0.8,3.722026695137891,0.3655519344902519
264,3.0,0.1,7.0,0.9,3.7188868503603496,0.3682847639353008
265,3.0,0.1,10.0,0.5,3.7092922340240615,0.36873561753008494
266,3.0,0.1,10.0,0.6,3.7122421013637195,0.3723032068103084
267,3.0,0.1,10.0,0.7,3.7175600486070937,0.3718459467701263
268,3.0,0.1,10.0,0.8,3.719156971849727,0.3681025005637678
269,3.0,0.1,10.0,0.9,3.715466903965352,0.3700282780499803
270,5.0,0.0,1.0,0.5,3.72303774337627,0.3706844582197259
271,5.0,0.0,1.0,0.6,3.717218968751806,0.3770907434551749
272,5.0,0.0,1.0,0.7,3.7222223425822385,0.3716688085549105
273,5.0,0.0,1.0,0.8,3.700066270654436,0.3831483578999157
274,5.0,0.0,1.0,0.9,3.701463661517286,0.3870870405297354
275,5.0,0.0,2.0,0.5,3.727109744971017,0.36554392643350586
276,5.0,0.0,2.0,0.6,3.7097230959203444,0.3772704442485493
277,5.0,0.0,2.0,0.7,3.707440287621727,0.3799401702064414
278,5.0,0.0,2.0,0.8,3.724311118443832,0.37133791565017765
279,5.0,0.0,2.0,0.9,3.7034856708352466,0.38078229745382236
280,5.0,0.0,3.0,0.5,3.7320808538022097,0.36614933552348344
281,5.0,0.0,3.0,0.6,3.716299105197315,0.37377732989606155
282,5.0,0.0,3.0,0.7,3.722704730713069,0.37005870866561424
283,5.0,0.0,3.0,0.8,3.712443520759427,0.3783347149900576
284,5.0,0.0,3.0,0.9,3.6966717051888733,0.3887834672707523
285,5.0,0.0,5.0,0.5,3.7246210802770237,0.3684585387666823
286,5.0,0.0,5.0,0.6,3.712357360464205,0.3786555177432913
287,5.0,0.0,5.0,0.7,3.7134814030718037,0.3732745840935648
288,5.0,0.0,5.0,0.8,3.7167637563379925,0.3738758289940334
289,5.0,0.0,5.0,0.9,3.6959792893283674,0.38506244362328074
290,5.0,0.0,7.0,0.5,3.710421211434736,0.3802636956989684
291,5.0,0.0,7.0,0.6,3.7123163419430667,0.37829243245044003
292,5.0,0.0,7.0,0.7,3.708743687729296,0.3778081051784575
293,5.0,0.0,7.0,0.8,3.7115417292067665,0.3762402878287786
294,5.0,0.0,7.0,0.9,3.6993899149312104,0.387636553383628
295,5.0,0.0,10.0,0.5,3.7149897634081404,0.37209547781832414
296,5.0,0.0,10.0,0.6,3.703267038940268,0.38175191296459626
297,5.0,0.0,10.0,0.7,3.7114734554613467,0.37026099217901076
298,5.0,0.0,10.0,0.8,3.707696288996099,0.37637001834805955
299,5.0,0.0,10.0,0.9,3.692609148622041,0.3853848479878631
300,5.0,0.01,1.0,0.5,3.7135743098068064,0.3741737287049761
301,5.0,0.01,1.0,0.6,3.727135992797196,0.37119905594620567
302,5.0,0.01,1.0,0.7,3.7266727136645676,0.37551123434264777
303,5.0,0.01,1.0,0.8,3.706117090699595,0.3797436524939016
304,5.0,0.01,1.0,0.9,3.7041926507937153,0.3875907472990418
305,5.0,0.01,2.0,0.5,3.714616870376643,0.37237127529264635
306,5.0,0.01,2.0,0.6,3.7232504309822234,0.3780672458947495
307,5.0,0.01,2.0,0.7,3.7118754383066563,0.37854885042743724
308,5.0,0.01,2.0,0.8,3.7049883228146987,0.3827980854978575
309,5.0,0.01,2.0,0.9,3.7030396508352577,0.3810997368232233
310,5.0,0.01,3.0,0.5,3.7103410758126487,0.3747437421841358
311,5.0,0.01,3.0,0.6,3.7226906865960983,0.37258044573484483
312,5.0,0.01,3.0,0.7,3.7157385643140444,0.37297796567170294
313,5.0,0.01,3.0,0.8,3.718781927226984,0.3747442226675416
314,5.0,0.01,3.0,0.9,3.6858277262201655,0.3919027655343491
315,5.0,0.01,5.0,0.5,3.7312616306913684,0.36557003269849664
316,5.0,0.01,5.0,0.6,3.712815938563371,0.3760157419176283
317,5.0,0.01,5.0,0.7,3.715603463686583,0.37161371312450087
318,5.0,0.01,5.0,0.8,3.702790359774759,0.3809543105127216
319,5.0,0.01,5.0,0.9,3.6985081293613096,0.38130826662088213
320,5.0,0.01,7.0,0.5,3.708938230284976,0.3801546259660911
321,5.0,0.01,7.0,0.6,3.7056511147556535,0.37908378861805275
322,5.0,0.01,7.0,0.7,3.711934415095037,0.37718507836363907
323,5.0,0.01,7.0,0.8,3.7121413106599115,0.37692705877529287
324,5.0,0.01,7.0,0.9,3.698523271521346,0.3852978804916049
325,5.0,0.01,10.0,0.5,3.7150070443048704,0.3720648870415552
326,5.0,0.01,10.0,0.6,3.6914086456558106,0.3929444535558332
327,5.0,0.01,10.0,0.7,3.7075294612806773,0.3751082689272016
328,5.0,0.01,10.0,0.8,3.707677635839443,0.3763672956087661
329,5.0,0.01,10.0,0.9,3.692896917917747,0.3850017425531482
330,5.0,0.1,1.0,0.5,3.720135066841575,0.3724025067139552
331,5.0,0.1,1.0,0.6,3.723005520911327,0.3732859555341436
332,5.0,0.1,1.0,0.7,3.7228061250944844,0.37175897927386714
333,5.0,0.1,1.0,0.8,3.706675623767935,0.3797737627872649
334,5.0,0.1,1.0,0.9,3.7015260697769667,0.38732327820373513
335,5.0,0.1,2.0,0.5,3.7035642813137195,0.3795170244879965
336,5.0,0.1,2.0,0.6,3.7306462918706877,0.3742485239549808
337,5.0,0.1,2.0,0.7,3.7109047307034175,0.3758189038828184
338,5.0,0.1,2.0,0.8,3.709637370919909,0.3805841781299323
339,5.0,0.1,2.0,0.9,3.6969363084240134,0.3863946639435003
340,5.0,0.1,3.0,0.5,3.7105012093623997,0.3724222065335493
341,5.0,0.1,3.0,0.6,3.7148460505553107,0.36990687590971527
342,5.0,0.1,3.0,0.7,3.728647704894781,0.3748347137087684
343,5.0,0.1,3.0,0.8,3.704470650753184,0.38118590351380705
344,5.0,0.1,3.0,0.9,3.700030767930554,0.3833157262859015
345,5.0,0.1,5.0,0.5,3.716377795200488,0.3681061842698701
346,5.0,0.1,5.0,0.6,3.7163557466230595,0.3750357159330856
347,5.0,0.1,5.0,0.7,3.7080305837197933,0.37305900720596924
348,5.0,0.1,5.0,0.8,3.7120411430460383,0.3736008323253859
349,5.0,0.1,5.0,0.9,3.7064555384611273,0.3761598869390509
350,5.0,0.1,7.0,0.5,3.717025075590947,0.37716858176674356
351,5.0,0.1,7.0,0.6,3.711114370085223,0.38096536163103034
352,5.0,0.1,7.0,0.7,3.7145229536375517,0.3724047489698436
353,5.0,0.1,7.0,0.8,3.715213678406694,0.37695236423460826
354,5.0,0.1,7.0,0.9,3.695210606043855,0.3844815391869446
355,5.0,0.1,10.0,0.5,3.700340609460168,0.37441220863486274
356,5.0,0.1,10.0,0.6,3.709468203306827,0.38221894283400604
357,5.0,0.1,10.0,0.7,3.711430239477613,0.37205479689005455
358,5.0,0.1,10.0,0.8,3.7145178975774944,0.37675200265483155
359,5.0,0.1,10.0,0.9,3.6961517268793678,0.3821013845609789
360,7.0,0.0,1.0,0.5,3.785240736869504,0.35518854809446615
361,7.0,0.0,1.0,0.6,3.7475244300807677,0.3628681143524876
362,7.0,0.0,1.0,0.7,3.75557496574773,0.36494188072736194
363,7.0,0.0,1.0,0.8,3.7193466248769402,0.3811258430882131
364,7.0,0.0,1.0,0.9,3.7370388415547184,0.370911887031304
365,7.0,0.0,2.0,0.5,3.7686802685602596,0.36296645328932475
366,7.0,0.0,2.0,0.6,3.7303044226043482,0.3688712740113568
367,7.0,0.0,2.0,0.7,3.7378865084826214,0.3676053604009927
368,7.0,0.0,2.0,0.8,3.7185749643696737,0.3697659341109908
369,7.0,0.0,2.0,0.9,3.7277177910752344,0.379708256883086
370,7.0,0.0,3.0,0.5,3.738836216223959,0.36452370000410034
371,7.0,0.0,3.0,0.6,3.715733697519085,0.37738736187703736
372,7.0,0.0,3.0,0.7,3.741397830457684,0.3691166408700463
373,7.0,0.0,3.0,0.8,3.7102533380547866,0.37526410571147495
374,7.0,0.0,3.0,0.9,3.703851516233427,0.3815435433280716
375,7.0,0.0,5.0,0.5,3.7396680387869523,0.3597999074909289
376,7.0,0.0,5.0,0.6,3.714890932216994,0.36617127759896706
377,7.0,0.0,5.0,0.7,3.7248657144783937,0.3734235339490352
378,7.0,0.0,5.0,0.8,3.7261881820204756,0.3635497601426843
379,7.0,0.0,5.0,0.9,3.7174872817042943,0.37835905948256365
380,7.0,0.0,7.0,0.5,3.760007581951623,0.3509534072039191
381,7.0,0.0,7.0,0.6,3.729150149520978,0.36394135411754985
382,7.0,0.0,7.0,0.7,3.718370634970534,0.379083788618053
383,7.0,0.0,7.0,0.8,3.7210108129875885,0.3790986836035997
384,7.0,0.0,7.0,0.9,3.698322874249643,0.38437471170995746
385,7.0,0.0,10.0,0.5,3.715602324603631,0.37436512126119764
386,7.0,0.0,10.0,0.6,3.710383245519983,0.37456500235757234
387,7.0,0.0,10.0,0.7,3.713929112893716,0.3775480034953575
388,7.0,0.0,10.0,0.8,3.7120267529362825,0.3785619836405007
389,7.0,0.0,10.0,0.9,3.715742223354395,0.3845081259353407
390,7.0,0.01,1.0,0.5,3.7714107071923033,0.3520825432050676
391,7.0,0.01,1.0,0.6,3.743806371266369,0.3603846557945014
