,0,1,2,3,4,5,6
351,20.0,0.5,50.0,0.7,0.75,3.7826994272655163,0.37442304200815146
352,20.0,0.5,50.0,0.7,0.8,3.7857238078806223,0.3721193392607204
353,20.0,0.5,50.0,0.7,0.85,3.7858665803342295,0.37180116043721717
354,20.0,0.5,50.0,0.75,0.75,3.7844675906159075,0.37007005953603117
355,20.0,0.5,50.0,0.75,0.8,3.788559425202265,0.3693738258698714
356,20.0,0.5,50.0,0.75,0.85,3.7872034597576785,0.37060020472808936
357,20.0,0.5,50.0,0.8,0.75,3.7850393180702198,0.37157326260591167
358,20.0,0.5,50.0,0.8,0.8,3.7843968653367757,0.372669568962894
359,20.0,0.5,50.0,0.8,0.85,3.787963610300748,0.3706033761871831
360,20.0,5.0,5.0,0.7,0.75,3.811683628997505,0.35354390299005145
361,20.0,5.0,5.0,0.7,0.8,3.8145632519557253,0.35189572928959145
362,20.0,5.0,5.0,0.7,0.85,3.817214950414021,0.35342670856961117
363,20.0,5.0,5.0,0.75,0.75,3.81585415237739,0.3492913762259672
364,20.0,5.0,5.0,0.75,0.8,3.819023840132434,0.3496997100500051
365,20.0,5.0,5.0,0.75,0.85,3.8191518222448457,0.3502003628951014
366,20.0,5.0,5.0,0.8,0.75,3.8139370911015784,0.3514918303310659
367,20.0,5.0,5.0,0.8,0.8,3.824657401452245,0.34781735213070797
368,20.0,5.0,5.0,0.8,0.85,3.822884372617247,0.3462585044472245
369,20.0,5.0,10.0,0.7,0.75,3.804289268549859,0.3588279771836665
370,20.0,5.0,10.0,0.7,0.8,3.8081734636158173,0.35679551941588344
371,20.0,5.0,10.0,0.7,0.85,3.807053072919846,0.3566744418485808
372,20.0,5.0,10.0,0.75,0.75,3.805667070730631,0.35595701582001876
373,20.0,5.0,10.0,0.75,0.8,3.8154622747625515,0.35118883475973794
374,20.0,5.0,10.0,0.75,0.85,3.809263170944508,0.35435264094696595
375,20.0,5.0,10.0,0.8,0.75,3.806098638023133,0.35642590947040065
376,20.0,5.0,10.0,0.8,0.8,3.8140643706075488,0.35202257338497256
377,20.0,5.0,10.0,0.8,0.85,3.815632994155259,0.35214868412853534
378,20.0,5.0,25.0,0.7,0.75,3.7949328355857266,0.36461531677056613
379,20.0,5.0,25.0,0.7,0.8,3.7960573009473757,0.363860597563317
380,20.0,5.0,25.0,0.7,0.85,3.7961431729939297,0.3654019715382367
381,20.0,5.0,25.0,0.75,0.75,3.79314288012315,0.36686171740385837
382,20.0,5.0,25.0,0.75,0.8,3.7950154866912267,0.364629496827761
383,20.0,5.0,25.0,0.75,0.85,3.793653724953958,0.36244874393904863
384,20.0,5.0,25.0,0.8,0.75,3.7902800739158824,0.366317448222641
385,20.0,5.0,25.0,0.8,0.8,3.7940127351511306,0.36596067780564184
386,20.0,5.0,25.0,0.8,0.85,3.7932798021028167,0.3661240277371318
387,20.0,5.0,50.0,0.7,0.75,3.7850982857970044,0.3732936742587256
388,20.0,5.0,50.0,0.7,0.8,3.7877395700268472,0.37240268710489216
389,20.0,5.0,50.0,0.7,0.85,3.7864933301194084,0.37114392913271954
390,20.0,5.0,50.0,0.75,0.75,3.784854772284201,0.3732593275151286
391,20.0,5.0,50.0,0.75,0.8,3.7854749366993516,0.3715945242126084
392,20.0,5.0,50.0,0.75,0.85,3.785258569127921,0.37313611719086315
393,20.0,5.0,50.0,0.8,0.75,3.78786274262725,0.3698222249490521
394,20.0,5.0,50.0,0.8,0.8,3.785815060468,0.37143456545044523
395,20.0,5.0,50.0,0.8,0.85,3.784698778902561,0.3731425446835801
396,20.0,10.0,5.0,0.7,0.75,3.8154677832358326,0.3517015980820295
397,20.0,10.0,5.0,0.7,0.8,3.8204267415745443,0.3515497760691763
398,20.0,10.0,5.0,0.7,0.85,3.8215034647032935,0.3471605582983176
399,20.0,10.0,5.0,0.75,0.75,3.8147737995092896,0.3540066990957829
400,20.0,10.0,5.0,0.75,0.8,3.8221560352615582,0.3474556694713474
401,20.0,10.0,5.0,0.75,0.85,3.8151063562851277,0.3543463968277096
402,20.0,10.0,5.0,0.8,0.75,3.8130788442630417,0.3516233656220756
403,20.0,10.0,5.0,0.8,0.8,3.8260155099163518,0.3472096748601012
404,20.0,10.0,5.0,0.8,0.85,3.818109932558483,0.3510644483424291
405,20.0,10.0,10.0,0.7,0.75,3.8069507202296435,0.35785783533858717
406,20.0,10.0,10.0,0.7,0.8,3.80843620013378,0.3565413427817765
407,20.0,10.0,10.0,0.7,0.85,3.807880719129729,0.35821707881777726
408,20.0,10.0,10.0,0.75,0.75,3.797973180905147,0.36225153750153777
409,20.0,10.0,10.0,0.75,0.8,3.8079963726360844,0.35396177326757194
410,20.0,10.0,10.0,0.75,0.85,3.8147967176472073,0.353165874247971
411,20.0,10.0,10.0,0.8,0.75,3.807170505561969,0.3538401015554934
412,20.0,10.0,10.0,0.8,0.8,3.805798511167455,0.3572011250624274
413,20.0,10.0,10.0,0.8,0.85,3.808404241104856,0.3570088906515835
414,20.0,10.0,25.0,0.7,0.75,3.792100301200711,0.3671204218150416
415,20.0,10.0,25.0,0.7,0.8,3.795743196414323,0.36524547425745024
416,20.0,10.0,25.0,0.7,0.85,3.7922132194948053,0.36771034269970526
417,20.0,10.0,25.0,0.75,0.75,3.79415693295101,0.3679697726077579
418,20.0,10.0,25.0,0.75,0.8,3.79365429800932,0.36697998176514096
419,20.0,10.0,25.0,0.75,0.85,3.7995504634542923,0.3630529232035295
420,20.0,10.0,25.0,0.8,0.75,3.796404989245682,0.36508864456234685
421,20.0,10.0,25.0,0.8,0.8,3.7947434711637547,0.36569193241685105
422,20.0,10.0,25.0,0.8,0.85,3.803110172200497,0.3624286565388697
423,20.0,10.0,50.0,0.7,0.75,3.784241906600599,0.37378900759763145
424,20.0,10.0,50.0,0.7,0.8,3.781374960278126,0.375144570650526
425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
